test_1\0_cosmos_173.jpg	123.1448528329895	121.5738947754772	123.4367238375737	122.71849048201346
test_1\0_cosmos_1931.jpg	123.78822658738315	122.90364568412517	121.89956952335466	122.863813931621
test_1\0_cosmos_2037.jpg	120.96485866765795	120.4767614175004	119.99314393679639	120.4782546739849
test_1\0_cosmos_2246.jpg	120.73524107795026	121.67140613302426	123.04456050236905	121.8170692377812
test_1\0_cosmos_3280.jpg	121.89500965076161	123.29232771636393	122.4814013199737	122.55624622903308
test_1\0_cosmos_3338.jpg	122.68202950044892	122.07605733930879	122.9281707862142	122.56208587532397
test_1\0_cosmos_371.jpg	122.9554608209383	120.9291054820401	120.74735151012507	121.54397260436781
test_1\0_cosmos_3901.jpg	123.08735381043407	120.65474017431148	121.93812910767103	121.8934076974722
test_1\0_cosmos_4116.jpg	122.47675407791769	122.21517943078356	123.44057894635883	122.71083748502002
test_1\0_cosmos_4188.jpg	123.83734175789212	123.17963492149148	122.30782510384466	123.1082672610761
test_1\0_cosmos_4200.jpg	120.3224452758137	120.8504317037473	122.83022198100667	121.33436632018923
test_1\0_cosmos_490.jpg	121.6096936367423	121.89042419404439	122.73376258613848	122.07796013897506
test_1\0_cosmos_538.jpg	121.85736245575418	120.49263251251473	121.97105626854119	121.44035041227004
test_1\0_cosmos_600.jpg	123.55185641863012	123.54264566453394	123.82597857314111	123.6401602187684
test_1\0_cosmos_610.jpg	121.60277784214244	121.02003368321454	120.47302408192978	121.03194520242891
test_1\0_cosmos_842.jpg	120.83966654378159	119.8299138218998	118.96155961299439	119.87704665955859
test_1\0_cosmos_844.jpg	120.63805686542241	121.8053817382802	121.49102042770389	121.31148634380217
test_1\0_cosmos_938.jpg	121.87034498633666	119.70005094819821	122.3070040014951	121.29246664534332
test_1\1_cosmos_11393.jpg	123.74782864240872	120.32938944316595	123.56158094535002	122.54626634364156
test_1\1_cosmos_11453.jpg	120.19149326863406	121.60861159813953	123.04080469059355	121.61363651912238
test_1\1_cosmos_11455.jpg	123.3574840759612	122.39992001900188	122.71273358270639	122.82337922588982
test_1\1_cosmos_11561.jpg	119.8816211187067	121.47444275916017	119.80288371086648	120.3863158629111
test_1\1_cosmos_11596.jpg	121.36617158485521	118.66017547980434	121.14106247639238	120.38913651368398
test_1\1_cosmos_11618.jpg	120.78056515343783	120.99717250354473	121.39693594078098	121.05822453258786
test_1\1_cosmos_11674.jpg	119.74578728050759	118.72242023927868	119.94329429490436	119.47050060489687
test_1\1_cosmos_11686.jpg	120.99532920618307	121.55816442596077	121.41757303132165	121.32368888782183
test_1\1_cosmos_11893.jpg	123.21731267672428	122.86759227377122	121.36238506619173	122.48243000556242
test_1\1_cosmos_12034.jpg	122.4558018932795	120.65501309314278	120.86073994915756	121.32385164519327
test_1\1_cosmos_12066.jpg	122.96558752059747	122.3532765885805	122.4964640073094	122.60510937216246
test_1\1_cosmos_12121.jpg	118.2431337177213	119.97291773217478	118.30939160005295	118.84181434998301
test_1\1_cosmos_12302.jpg	118.04755776999464	121.83709021245092	118.89713489384081	119.59392762542878
test_1\1_cosmos_12542.jpg	119.40902021499342	116.8528818714625	118.19202423106533	118.15130877250708
test_1\1_cosmos_12652.jpg	123.21093733566715	122.46337840512022	122.48231030211238	122.71887534763327
test_1\1_cosmos_12678.jpg	120.04934363990297	120.55770677241698	120.55054816399868	120.3858661921062
test_1\1_cosmos_12704.jpg	121.25382512848084	120.21114480651727	120.15628922393799	120.54041971964539
test_1\1_cosmos_12907.jpg	123.61229522764	123.18727278149966	123.48672989188724	123.42876596700897
test_1\2_cosmos_15173.jpg	122.287668406228	122.62258972400059	123.58859399811398	122.83295070944752
test_1\2_cosmos_15182.jpg	118.8359669319495	119.33472636189512	118.65638685025844	118.94236004803436
test_1\2_cosmos_15188.jpg	88.96842193745383	91.67967295055031	84.86128432973696	88.5031264059137
test_1\2_cosmos_15310.jpg	120.4800029982112	121.41250000830799	120.0686706974335	120.65372456798423
test_1\2_cosmos_15325.jpg	122.07054894281558	119.53112488696416	120.25645687720082	120.61937690232685
test_1\2_cosmos_15346.jpg	88.36348968816752	89.80299514090024	85.27420370043349	87.81356284316708
test_1\2_cosmos_15507.jpg	121.11620043026404	121.32687174906127	122.58623387447248	121.67643535126594
test_1\2_cosmos_15544.jpg	121.46036755720098	119.05228858674919	119.5723929830034	120.02834970898452
test_1\2_cosmos_15588.jpg	95.22354915033539	100.7392001832505	94.06998439334993	96.6775779089786
test_1\2_cosmos_15780.jpg	120.53305655206206	121.83685177582998	121.84221563236645	121.40404132008617
test_1\2_cosmos_15980.jpg	122.14868407153703	122.41736773070961	121.33286358576778	121.96630512933814
test_1\2_cosmos_16047.jpg	122.77622725243825	123.52283313672191	121.44070381853041	122.57992140256351
test_1\2_cosmos_16188.jpg	122.04514189317457	121.93332346277978	122.94515628344621	122.3078738798002
test_1\2_cosmos_16206.jpg	116.30635790000196	120.17901253606682	113.56556726170079	116.68364589925652
test_1\2_cosmos_16255.jpg	117.50363318175367	115.9604194436663	117.8967850107389	117.12027921205295
test_1\2_cosmos_16403.jpg	122.51447228130783	122.24127004769626	123.11220387864368	122.62264873588259
test_1\2_cosmos_16409.jpg	114.46212605359048	122.56168410163609	114.04077523993826	117.02152846505494
test_1\2_cosmos_16417.jpg	120.62399671675352	120.18072280054446	120.532476038998	120.44573185209867
test_1\2_cosmos_16419.jpg	122.53322782018483	122.81567414928367	123.13952732708276	122.82947643218375
test_1\2_cosmos_16520.jpg	121.22326130587584	120.72523606033761	121.54869872613128	121.16573203078157
test_1\2_cosmos_16594.jpg	119.76226820266848	117.01321022935797	120.46398070646185	119.07981971282943
test_1\2_cosmos_16627.jpg	120.35223407037755	120.39787032277215	121.37862332353544	120.70957590556172
test_1\2_cosmos_16815.jpg	117.20623263438904	120.76090819958186	117.63437312859608	118.53383798752232
test_1\2_cosmos_16982.jpg	115.56883788048674	115.57629378703786	116.3852112108239	115.84344762611617
